# V18 4000句训练数据 (自动生成)
# 格式: 编号 | 词:角色 词:角色 ...

2153|球员:subj 打工:verb 叶子:obj
2154|顾客:subj 开创:verb 全民:obj
2155|每人:subj 走近:verb 嗓子:obj
2156|集体:subj 学会:verb 后者:obj
2157|仆人:subj 看作:verb 师长:obj
2158|家长:subj 开口:verb 太子:obj
2159|律师:subj 看过:verb 父亲:obj
215|房子:subj 读者:verb 食物:obj
2160|大体:subj 听说:verb 山头:obj
2161|馒头:subj 学府:verb 这家:obj
2162|网友:subj 关于:verb 身子:obj
2163|行人:subj 打破:verb 打工:obj
2164|植物:subj 看看:verb 分子:obj
2165|家长:subj 走私:verb 前者:obj
2166|官家:subj 打量:verb 行者:obj
2167|施工:subj 学科:verb 用人:obj
2168|化工:subj 走向:verb 他人:obj
2169|道具:subj 学历:verb 双手:obj
216|农民:subj 说道:verb 庭长:obj
2170|无人:subj 学位:verb 加工:obj
2171|馒头:subj 开来:verb 文物:obj
2172|公民:subj 走上:verb 总兵:obj
2173|大体:subj 打仗:verb 老子:obj
2174|老头:subj 开通:verb 全体:obj
2175|身体:subj 打量:verb 念头:obj
2176|出兵:subj 走路:verb 孔子:obj
2177|学员:subj 开出:verb 部长:obj
2178|生长:subj 打死:verb 首长:obj
2179|人民:subj 看来:verb 高手:obj
217|市民:subj 学术:verb 器官:obj
2180|人人:subj 打工:verb 陌生:obj
2181|莲子:subj 看作:verb 拳头:obj
2182|殖民:subj 听取:verb 屋子:obj
2183|屋子:subj 喝道:verb 银子:obj
2184|全长:subj 打量:verb 肠子:obj
2185|父亲:subj 写下:verb 区长:obj
2186|特性:subj 学派:verb 官员:obj
2187|客人:subj 开来:verb 会长:obj
2188|平民:subj 写下:verb 法子:obj
2189|兵器:subj 打断:verb 仆人:obj
218|一头:subj 吃惊:verb 这家:obj
2190|两者:subj 走上:verb 地主:obj
2191|娘子:subj 写下:verb 尸体:obj
2192|椅子:subj 学府:verb 军官:obj
2193|一手:subj 走廊:verb 开工:obj
2194|两家:subj 开来:verb 道具:obj
2195|文物:subj 走进:verb 这家:obj
2196|漫长:subj 拉开:verb 毒性:obj
2197|老子:subj 拿下:verb 总兵:obj
2198|官家:subj 打断:verb 职工:obj
2199|漫长:subj 开始:verb 产生:obj
219|天体:subj 走进:verb 君子:obj
21|样子:subj 看到:verb 毒性:obj
2200|政体:subj 学历:verb 增长:obj
2201|成员:subj 学派:verb 诞生:obj
2202|世人:subj 关联:verb 孔子:obj
2203|打工:subj 关键:verb 考生:obj
2204|官兵:subj 学者:verb 莲子:obj
2205|大人:subj 拿到:verb 桌子:obj
2206|民兵:subj 说出:verb 总体:obj
2207|臣民:subj 关于:verb 君主:obj
2208|孩子:subj 喝道:verb 官兵:obj
2209|居民:subj 抓住:verb 嫂子:obj
220|专家:subj 打听:verb 队员:obj
2210|顺手:subj 推动:verb 诞生:obj
2211|架子:subj 关注:verb 太子:obj
2212|拱手:subj 拿下:verb 患者:obj
2213|省长:subj 推出:verb 国家:obj
2214|市长:subj 开创:verb 战友:obj
2215|农民:subj 开支:verb 右手:obj
2216|患者:subj 看作:verb 步兵:obj
2217|筷子:subj 写下:verb 团长:obj
2218|后人:subj 学院:verb 事物:obj
2219|老人:subj 看到:verb 夫人:obj
221|矿物:subj 打出:verb 拱手:obj
2220|政体:subj 学历:verb 人体:obj
2221|自主:subj 走廊:verb 施工:obj
2222|顺手:subj 打量:verb 古人:obj
2223|记者:subj 开放:verb 司长:obj
2224|别人:subj 看过:verb 心头:obj
2225|长子:subj 打扮:verb 诞生:obj
2226|实物:subj 开通:verb 国家:obj
2227|移民:subj 学费:verb 文人:obj
2228|媒体:subj 说出:verb 长官:obj
2229|脖子:subj 写道:verb 飞机:obj
222|固体:subj 推荐:verb 道具:obj
2230|事物:subj 看成:verb 慢性:obj
2231|厂长:subj 看到:verb 地主:obj
2232|人家:subj 拿下:verb 索性:obj
2233|官兵:subj 开门:verb 一生:obj
2234|最长:subj 学府:verb 乘机:obj
2235|回家:subj 打断:verb 肚子:obj
2236|人人:subj 打开:verb 民兵:obj
2237|心头:subj 开设:verb 大家:obj
2238|朋友:subj 拿来:verb 高手:obj
2239|移民:subj 说明:verb 习性:obj
223|心头:subj 拉开:verb 手机:obj
2240|整体:subj 打死:verb 局长:obj
2241|孩子:subj 开出:verb 诞生:obj
2242|脖子:subj 关节:verb 士兵:obj
2243|公民:subj 打着:verb 队员:obj
2244|大体:subj 走来:verb 尸体:obj
2245|固体:subj 打断:verb 庭长:obj
2246|会长:subj 打扮:verb 战友:obj
2247|人性:subj 开拓:verb 球员:obj
2248|官兵:subj 学术:verb 诞生:obj
2249|群体:subj 打击:verb 处长:obj
224|党员:subj 关键:verb 黑人:obj
2250|游客:subj 拿下:verb 两家:obj
2251|特性:subj 看法:verb 房子:obj
2252|炮兵:subj 开设:verb 旁人:obj
2253|出兵:subj 看见:verb 教师:obj
2254|媒体:subj 把握:verb 柱子:obj
2255|记者:subj 学员:verb 文物:obj
2256|妹子:subj 看见:verb 影子:obj
2257|叶子:subj 学习:verb 全家:obj
2258|群体:subj 关联:verb 本人:obj
2259|转头:subj 说来:verb 一手:obj
225|架子:subj 学位:verb 学员:obj
2260|男人:subj 开门:verb 镜子:obj
2261|兵器:subj 喝酒:verb 舌头:obj
2262|妹子:subj 推送:verb 日子:obj
2263|死者:subj 学校:verb 新生:obj
2264|队长:subj 看见:verb 国民:obj
2265|汉人:subj 学校:verb 屋子:obj
2266|老子:subj 推翻:verb 后者:obj
2267|女人:subj 推进:verb 人生:obj
2268|惊人:subj 说法:verb 馒头:obj
2269|习性:subj 听到:verb 肠子:obj
226|低头:subj 开封:verb 全长:obj
2270|商人:subj 看着:verb 家人:obj
2271|玩具:subj 关注:verb 汉子:obj
2272|大师:subj 开支:verb 成员:obj
2273|大体:subj 学习:verb 部长:obj
2274|全长:subj 看作:verb 脖子:obj
2275|孩子:subj 吃惊:verb 官兵:obj
2276|拳头:subj 推荐:verb 动机:obj
2277|患者:subj 开设:verb 众人:obj
2278|乡长:subj 学历:verb 全民:obj
2279|道人:subj 开国:verb 仪器:obj
227|外长:subj 喝道:verb 司长:obj
2280|高手:subj 写作:verb 人人:obj
2281|所长:subj 拿出:verb 患者:obj
2282|自家:subj 走廊:verb 叶子:obj
2283|老者:subj 打着:verb 银子:obj
2284|长子:subj 看到:verb 移民:obj
2285|妻子:subj 开出:verb 客人:obj
2286|分子:subj 开通:verb 会长:obj
2287|儿子:subj 关于:verb 下手:obj
2288|亲人:subj 写成:verb 骨头:obj
2289|高手:subj 拉开:verb 一手:obj
228|记者:subj 写道:verb 人民:obj
2290|军长:subj 走近:verb 人家:obj
2291|工匠:subj 开放:verb 大体:obj
2292|这家:subj 走廊:verb 万物:obj
2293|口子:subj 打发:verb 回家:obj
2294|团子:subj 开展:verb 人物:obj
2295|军长:subj 说道:verb 团体:obj
2296|习性:subj 学员:verb 学员:obj
2297|政体:subj 写作:verb 官员:obj
2298|高手:subj 打工:verb 架子:obj
2299|加工:subj 推送:verb 见长:obj
229|货物:subj 说完:verb 急性:obj
22|儿子:subj 打听:verb 皇家:obj
2300|镜子:subj 关联:verb 总体:obj
2301|笔者:subj 拿到:verb 眉头:obj
2302|气体:subj 听见:verb 法子:obj
2303|面子:subj 学历:verb 医生:obj
2304|员工:subj 打断:verb 学者:obj
2305|挥手:subj 学习:verb 索性:obj
2306|老者:subj 打听:verb 记者:obj
2307|私人:subj 推出:verb 家人:obj
2308|文人:subj 打算:verb 粒子:obj
2309|后者:subj 开通:verb 心头:obj
230|出生:subj 推行:verb 作物:obj
2310|万家:subj 打败:verb 主人:obj
2311|炮兵:subj 关联:verb 国民:obj
2312|这家:subj 说法:verb 用人:obj
2313|日子:subj 听到:verb 礼物:obj
2314|一体:subj 读者:verb 富人:obj
2315|院长:subj 开国:verb 筷子:obj
2316|儒家:subj 推向:verb 植物:obj
2317|炮兵:subj 看见:verb 动物:obj
2318|黑人:subj 开门:verb 自主:obj
2319|肠子:subj 打击:verb 刊物:obj
231|议员:subj 走来:verb 公子:obj
2320|陌生:subj 开工:verb 街头:obj
2321|有人:subj 说话:verb 站长:obj
2322|医生:subj 推开:verb 男性:obj
2323|诞生:subj 推动:verb 老人:obj
2324|木工:subj 开门:verb 货物:obj
2325|总长:subj 开通:verb 一头:obj
2326|帽子:subj 把握:verb 舌头:obj
2327|镇长:subj 听见:verb 政体:obj
2328|汉人:subj 打发:verb 动机:obj
2329|分子:subj 开创:verb 暗器:obj
232|读者:subj 抓住:verb 财物:obj
2330|出生:subj 学历:verb 分工:obj
2331|县长:subj 打着:verb 厂长:obj
2332|行者:subj 打听:verb 商人:obj
2333|朋友:subj 读书:verb 人员:obj
2334|液体:subj 关闭:verb 团长:obj
2335|时机:subj 说出:verb 村子:obj
2336|对手:subj 开展:verb 好生:obj
2337|出手:subj 关系:verb 员工:obj
2338|议员:subj 关系:verb 狮子:obj
2339|飞机:subj 打倒:verb 官兵:obj
233|后人:subj 走向:verb 娘子:obj
2340|回家:subj 推出:verb 卫生:obj
2341|犯人:subj 听见:verb 死者:obj
2342|电器:subj 学府:verb 野生:obj
2343|儿子:subj 走来:verb 人民:obj
2344|原子:subj 推翻:verb 男人:obj
2345|二人:subj 打破:verb 个体:obj
2346|一家:subj 学科:verb 诞生:obj
2347|躯体:subj 说完:verb 舌头:obj
2348|原子:subj 关闭:verb 炮兵:obj
2349|开工:subj 学派:verb 叩头:obj
234|罢工:subj 走上:verb 回头:obj
2350|二人:subj 推广:verb 学员:obj
2351|行人:subj 推进:verb 每人:obj
2352|作物:subj 开支:verb 农民:obj
2353|会员:subj 开拓:verb 委员:obj
2354|教师:subj 学术:verb 公民:obj
2355|国师:subj 打死:verb 粒子:obj
2356|组长:subj 推开:verb 慢性:obj
2357|街头:subj 听取:verb 有人:obj
2358|野生:subj 写作:verb 人物:obj
2359|站长:subj 读书:verb 我家:obj
235|双手:subj 学者:verb 肩头:obj
2360|各家:subj 打发:verb 架子:obj
2361|拱手:subj 开门:verb 他人:obj
2362|学生:subj 说起:verb 臣民:obj
2363|工具:subj 推开:verb 老人:obj
2364|穷人:subj 打听:verb 分子:obj
2365|码头:subj 开采:verb 长子:obj
2366|工具:subj 开工:verb 老子:obj
2367|例子:subj 开辟:verb 旁人:obj
2368|拱手:subj 打开:verb 动机:obj
2369|局长:subj 看着:verb 生长:obj
236|居民:subj 走私:verb 步兵:obj
2370|骨头:subj 拿到:verb 各人:obj
2371|夫人:subj 开支:verb 最长:obj
2372|炮兵:subj 说话:verb 官兵:obj
2373|学生:subj 看成:verb 动手:obj
2374|议员:subj 听到:verb 此人:obj
2375|处长:subj 看看:verb 银子:obj
2376|嗓子:subj 打仗:verb 低头:obj
2377|各家:subj 听取:verb 庭长:obj
2378|出手:subj 看作:verb 步兵:obj
2379|政体:subj 跳槽:verb 顺手:obj
237|炮兵:subj 说道:verb 君主:obj
2380|舌头:subj 推荐:verb 山头:obj
2381|个人:subj 看见:verb 立体:obj
2382|石头:subj 拿出:verb 部长:obj
2383|工人:subj 喝酒:verb 战机:obj
2384|杀人:subj 学位:verb 村民:obj
2385|朋友:subj 看法:verb 步兵:obj
2386|军民:subj 看过:verb 宦官:obj
2387|急性:subj 开来:verb 仆人:obj
2388|仆人:subj 听到:verb 华人:obj
2389|儒家:subj 打算:verb 小人:obj
238|房子:subj 写成:verb 万物:obj
2390|国家:subj 说来:verb 游客:obj
2391|师长:subj 关于:verb 财物:obj
2392|本人:subj 开支:verb 尸体:obj
2393|尸体:subj 跳槽:verb 这家:obj
2394|眉头:subj 打出:verb 人员:obj
2395|民主:subj 走来:verb 学员:obj
2396|山头:subj 学问:verb 挥手:obj
2397|拳头:subj 走私:verb 儿子:obj
2398|处长:subj 推翻:verb 军长:obj
2399|门人:subj 走出:verb 银子:obj
239|气体:subj 开创:verb 后人:obj
23|招生:subj 说完:verb 臣民:obj
2400|事物:subj 走廊:verb 电子:obj
2401|庭长:subj 走出:verb 工具:obj
2402|脑子:subj 学历:verb 二者:obj
2403|儿子:subj 学生:verb 厂长:obj
2404|天子:subj 读书:verb 京师:obj
2405|总兵:subj 读者:verb 危机:obj
2406|父子:subj 关于:verb 网友:obj
2407|面子:subj 开采:verb 先生:obj
2408|眉头:subj 推开:verb 臣民:obj
2409|村子:subj 拿下:verb 一手:obj
240|镜子:subj 喝酒:verb 叶子:obj
2410|各人:subj 说法:verb 事物:obj
2411|例子:subj 打破:verb 市长:obj
2412|弹性:subj 打量:verb 议员:obj
2413|古人:subj 看见:verb 全家:obj
2414|动机:subj 吃惊:verb 儿子:obj
2415|拱手:subj 打工:verb 部长:obj
2416|骑兵:subj 开设:verb 客人:obj
2417|低头:subj 打听:verb 会员:obj
2418|女性:subj 打击:verb 部长:obj
2419|女子:subj 学说:verb 柱子:obj
241|作物:subj 推开:verb 鼻子:obj
2420|陶器:subj 开来:verb 犯人:obj
2421|死者:subj 看出:verb 镜子:obj
2422|自家:subj 听说:verb 官兵:obj
2423|旅客:subj 关系:verb 记者:obj
2424|黑人:subj 走出:verb 弹性:obj
2425|最长:subj 开拓:verb 实物:obj
2426|男性:subj 说明:verb 人民:obj
2427|生物:subj 推开:verb 民主:obj
2428|朋友:subj 走路:verb 公民:obj
2429|病人:subj 打听:verb 先生:obj
242|日子:subj 学问:verb 旁人:obj
2430|在家:subj 开放:verb 人性:obj
2431|公民:subj 听取:verb 无人:obj
2432|人家:subj 打败:verb 化工:obj
2433|县长:subj 走廊:verb 自主:obj
2434|妻子:subj 开拓:verb 个性:obj
2435|个性:subj 跳槽:verb 公子:obj
2436|粒子:subj 关注:verb 公民:obj
2437|天子:subj 抓住:verb 军人:obj
2438|黑人:subj 听说:verb 老子:obj
2439|镇长:subj 开来:verb 死者:obj
243|区长:subj 听取:verb 房子:obj
2440|矿物:subj 打发:verb 队员:obj
2441|转头:subj 推行:verb 校长:obj
2442|在家:subj 打算:verb 军长:obj
2443|种子:subj 跳槽:verb 各家:obj
2444|我家:subj 看到:verb 作者:obj
2445|人生:subj 关注:verb 个人:obj
2446|各家:subj 打击:verb 固体:obj
2447|属性:subj 学员:verb 官员:obj
2448|男人:subj 打听:verb 诗人:obj
2449|影子:subj 说法:verb 立体:obj
244|人物:subj 走路:verb 他家:obj
2450|机体:subj 推进:verb 卫生:obj
2451|战机:subj 走近:verb 挥手:obj
2452|网友:subj 写成:verb 毒性:obj
2453|区长:subj 开来:verb 儿子:obj
2454|委员:subj 走出:verb 见长:obj
2455|政体:subj 学说:verb 工具:obj
2456|动物:subj 说话:verb 病人:obj
2457|记者:subj 拉开:verb 全家:obj
2458|整体:subj 抓住:verb 时机:obj
2459|镇长:subj 说道:verb 索性:obj
245|华人:subj 开创:verb 本性:obj
2460|叩头:subj 看作:verb 念头:obj
2461|主体:subj 走廊:verb 肩头:obj
2462|犯人:subj 看过:verb 病人:obj
2463|动机:subj 说完:verb 作者:obj
2464|影子:subj 说起:verb 施工:obj
2465|伸手:subj 拿出:verb 晶体:obj
2466|市长:subj 说出:verb 骑兵:obj
2467|画家:subj 开采:verb 弹性:obj
2468|令人:subj 关键:verb 擅长:obj
2469|各家:subj 把握:verb 老者:obj
246|肩头:subj 看作:verb 门人:obj
2470|伸手:subj 打发:verb 原子:obj
2471|液体:subj 开工:verb 庭长:obj
2472|随手:subj 推荐:verb 出手:obj
2473|躯体:subj 走路:verb 房子:obj
2474|国师:subj 开口:verb 身子:obj
2475|作物:subj 开放:verb 银子:obj
2476|乐器:subj 开采:verb 街头:obj
2477|老头:subj 学者:verb 文物:obj
2478|种子:subj 说出:verb 胖子:obj
2479|职工:subj 推行:verb 处长:obj
247|家具:subj 开拓:verb 家人:obj
2480|或者:subj 说来:verb 双手:obj
2481|理性:subj 开创:verb 一生:obj
2482|鼻子:subj 关键:verb 旅客:obj
2483|挥手:subj 说明:verb 财物:obj
2484|站长:subj 关系:verb 鼻子:obj
2485|机器:subj 打断:verb 市民:obj
2486|多家:subj 走上:verb 自家:obj
2487|女人:subj 听说:verb 椅子:obj
2488|殖民:subj 走出:verb 擅长:obj
2489|一家:subj 吃惊:verb 仪器:obj
248|院子:subj 读书:verb 人生:obj
2490|一手:subj 说来:verb 汉子:obj
2491|诞生:subj 走廊:verb 人工:obj
2492|财物:subj 推送:verb 有机:obj
2493|家具:subj 学位:verb 物体:obj
2494|议员:subj 走廊:verb 妻子:obj
2495|民主:subj 打发:verb 事物:obj
2496|后者:subj 走过:verb 野生:obj
2497|面子:subj 开封:verb 刊物:obj
2498|各家:subj 写下:verb 他人:obj
2499|习性:subj 喝酒:verb 朋友:obj
249|黑人:subj 推翻:verb 顺手:obj
24|本人:subj 说道:verb 军官:obj
2500|我家:subj 学员:verb 死者:obj
2501|躯体:subj 打击:verb 军人:obj
2502|卫生:subj 学生:verb 出手:obj
2503|老者:subj 说话:verb 犯人:obj
2504|道人:subj 开展:verb 校长:obj
2505|前者:subj 学院:verb 杀人:obj
2506|生物:subj 学士:verb 法官:obj
2507|帽子:subj 跳槽:verb 日子:obj
2508|弹性:subj 学派:verb 平民:obj
2509|京师:subj 听到:verb 总长:obj
250|肚子:subj 学校:verb 弟子:obj
2510|网友:subj 吃饭:verb 粒子:obj
2511|口子:subj 打量:verb 胖子:obj
2512|小人:subj 喝酒:verb 毒性:obj
2513|父亲:subj 看成:verb 出兵:obj
2514|职工:subj 拿来:verb 流体:obj
2515|着手:subj 学习:verb 口子:obj
2516|家人:subj 读者:verb 个体:obj
2517|房子:subj 学派:verb 好生:obj
2518|石头:subj 说出:verb 文物:obj
2519|发生:subj 说起:verb 土家:obj
251|拳头:subj 关闭:verb 殖民:obj
2520|小子:subj 拿到:verb 人体:obj
2521|食物:subj 学生:verb 索性:obj
2522|亲兵:subj 打仗:verb 各人:obj
2523|药物:subj 推行:verb 分子:obj
2524|个体:subj 推送:verb 地主:obj
2525|队员:subj 学问:verb 产物:obj
2526|用人:subj 开门:verb 家长:obj
2527|例子:subj 走私:verb 施工:obj
2528|点头:subj 打破:verb 生长:obj
2529|街头:subj 说完:verb 见长:obj
252|全家:subj 推开:verb 朋友:obj
2530|手机:subj 看成:verb 客人:obj
2531|脖子:subj 跳槽:verb 两者:obj
2532|好生:subj 开拓:verb 对手:obj
2533|清兵:subj 打击:verb 馒头:obj
2534|法官:subj 推翻:verb 画家:obj
2535|椅子:subj 说法:verb 集体:obj
2536|手机:subj 推动:verb 军民:obj
2537|转头:subj 喝道:verb 木工:obj
2538|战友:subj 推出:verb 左手:obj
2539|商人:subj 打扮:verb 国师:obj
253|各人:subj 开来:verb 作物:obj
2540|回家:subj 学府:verb 着手:obj
2541|胖子:subj 开设:verb 国师:obj
2542|脑子:subj 学士:verb 两者:obj
2543|团子:subj 学派:verb 具体:obj
2544|长官:subj 写作:verb 无人:obj
2545|儒家:subj 拿出:verb 老子:obj
2546|每人:subj 关于:verb 君主:obj
2547|二者:subj 打发:verb 多家:obj
2548|镜子:subj 学派:verb 儿子:obj
2549|小子:subj 开国:verb 个性:obj
254|旅客:subj 看法:verb 产物:obj
2550|王家:subj 推送:verb 华人:obj
2551|全家:subj 学术:verb 居民:obj
2552|军师:subj 开封:verb 母亲:obj
2553|工匠:subj 打着:verb 天体:obj
2554|父子:subj 开拓:verb 流体:obj
2555|家长:subj 学者:verb 矿物:obj
2556|官家:subj 学术:verb 别人:obj
2557|人物:subj 开设:verb 学生:obj
2558|私人:subj 把握:verb 整体:obj
2559|一生:subj 说道:verb 胖子:obj
255|后者:subj 打击:verb 电器:obj
2560|具体:subj 喝道:verb 卫生:obj
2561|动员:subj 走出:verb 商人:obj
2562|居民:subj 吃惊:verb 日子:obj
2563|媒体:subj 走廊:verb 本人:obj
2564|父亲:subj 走来:verb 有人:obj
2565|帽子:subj 关心:verb 成长:obj
2566|陶器:subj 打工:verb 夫人:obj
2567|仪器:subj 学历:verb 肚子:obj
2568|电子:subj 喝道:verb 总体:obj
2569|晶体:subj 学员:verb 黑人:obj
256|一手:subj 学派:verb 前者:obj
2570|增长:subj 拿来:verb 舌头:obj
2571|仪器:subj 说起:verb 躯体:obj
2572|镇长:subj 学说:verb 货物:obj
2573|固体:subj 打着:verb 私人:obj
2574|椅子:subj 关于:verb 狮子:obj
2575|自主:subj 听听:verb 众人:obj
2576|漫长:subj 打击:verb 仪器:obj
2577|宦官:subj 看见:verb 仆人:obj
2578|州长:subj 看过:verb 部长:obj
2579|队员:subj 看成:verb 团体:obj
257|见长:subj 拿到:verb 随机:obj
2580|记者:subj 学员:verb 乘机:obj
2581|人物:subj 看作:verb 君子:obj
2582|男人:subj 开会:verb 每人:obj
2583|众人:subj 打破:verb 舌头:obj
2584|市长:subj 打击:verb 胆子:obj
2585|后者:subj 推广:verb 食物:obj
2586|学员:subj 听到:verb 脑子:obj
2587|脑子:subj 打仗:verb 机器:obj
2588|下手:subj 打败:verb 生物:obj
2589|死者:subj 看作:verb 飞机:obj
258|官家:subj 走近:verb 军长:obj
2590|老子:subj 走私:verb 文人:obj
2591|卫生:subj 把握:verb 儒家:obj
2592|个人:subj 开出:verb 脑子:obj
2593|气体:subj 走进:verb 液体:obj
2594|家长:subj 学者:verb 亲人:obj
2595|民主:subj 开封:verb 肠子:obj
2596|老师:subj 学派:verb 胆子:obj
2597|帽子:subj 开支:verb 机器:obj
2598|院子:subj 学士:verb 个人:obj
2599|下手:subj 打量:verb 本人:obj
259|议员:subj 开采:verb 急性:obj
25|索性:subj 写下:verb 古人:obj
2600|处长:subj 看出:verb 眉头:obj
2601|乐器:subj 推广:verb 鼻子:obj
2602|急性:subj 打算:verb 妻子:obj
2603|孙子:subj 开展:verb 野生:obj
2604|鼻子:subj 把握:verb 村子:obj
2605|总兵:subj 学科:verb 士兵:obj
2606|首长:subj 走廊:verb 电器:obj
2607|化工:subj 开门:verb 会员:obj
2608|选民:subj 开拓:verb 一家:obj
2609|妇人:subj 听听:verb 屋子:obj
260|妇人:subj 关闭:verb 公民:obj
2610|民兵:subj 说起:verb 一体:obj
2611|人性:subj 开通:verb 法官:obj
2612|他家:subj 走来:verb 土家:obj
2613|组长:subj 看过:verb 局长:obj
2614|院子:subj 开支:verb 肚子:obj
2615|老者:subj 开通:verb 此人:obj
2616|念头:subj 推荐:verb 组长:obj
2617|后人:subj 关节:verb 电子:obj
2618|柱子:subj 走上:verb 脑子:obj
2619|宦官:subj 拿出:verb 弟子:obj
261|身子:subj 看作:verb 伸手:obj
2620|气体:subj 开来:verb 司长:obj
2621|气体:subj 打死:verb 妻子:obj
2622|大体:subj 写作:verb 左手:obj
2623|丫头:subj 看作:verb 诞生:obj
2624|家人:subj 看看:verb 山头:obj
2625|面子:subj 拉开:verb 脑子:obj
2626|购物:subj 听到:verb 天体:obj
2627|全长:subj 开拓:verb 旅客:obj
2628|刊物:subj 学者:verb 父子:obj
2629|街头:subj 学会:verb 椅子:obj
262|官员:subj 写成:verb 动物:obj
2630|人人:subj 看到:verb 炮兵:obj
2631|军人:subj 推动:verb 司机:obj
2632|镇长:subj 学校:verb 老子:obj
2633|发生:subj 说道:verb 手机:obj
2634|成员:subj 学员:verb 镜子:obj
2635|黄家:subj 打击:verb 选民:obj
2636|外长:subj 打算:verb 天体:obj
2637|黑人:subj 说完:verb 银子:obj
2638|随机:subj 写下:verb 平民:obj
2639|员工:subj 说话:verb 诗人:obj
263|法官:subj 学习:verb 众人:obj
2640|死者:subj 吃饭:verb 擅长:obj
2641|司长:subj 推动:verb 嗓子:obj
2642|会员:subj 开创:verb 点头:obj
2643|后人:subj 打扮:verb 暗器:obj
2644|学者:subj 开工:verb 动物:obj
2645|主体:subj 听说:verb 各人:obj
2646|长子:subj 看待:verb 嫂子:obj
2647|拱手:subj 关系:verb 植物:obj
2648|桌子:subj 打倒:verb 作家:obj
2649|转头:subj 吃饭:verb 老人:obj
264|客人:subj 打开:verb 演员:obj
2650|弟子:subj 关注:verb 离子:obj
2651|选手:subj 学费:verb 动物:obj
2652|人性:subj 关心:verb 施工:obj
2653|漫长:subj 走过:verb 人民:obj
2654|具体:subj 写下:verb 村民:obj
2655|实物:subj 学院:verb 记者:obj
2656|员工:subj 开封:verb 房子:obj
2657|犯人:subj 开采:verb 会员:obj
2658|党员:subj 拉开:verb 各家:obj
2659|木工:subj 写成:verb 古人:obj
265|嫂子:subj 听听:verb 党员:obj
2660|动手:subj 喝道:verb 脖子:obj
2661|仆人:subj 推开:verb 胡子:obj
2662|施工:subj 读者:verb 尸体:obj
2663|一生:subj 把握:verb 器官:obj
2664|乡长:subj 学习:verb 工人:obj
2665|舌头:subj 学派:verb 人家:obj
2666|整体:subj 开出:verb 穷人:obj
2667|财物:subj 打死:verb 有人:obj
2668|立体:subj 看到:verb 寡头:obj
2669|市长:subj 写下:verb 旅客:obj
266|居民:subj 学院:verb 兵器:obj
2670|亲兵:subj 听说:verb 使者:obj
2671|磕头:subj 推进:verb 宦官:obj
2672|总体:subj 看待:verb 粒子:obj
2673|人人:subj 听见:verb 人员:obj
2674|前者:subj 开会:verb 议员:obj
2675|孔子:subj 拿到:verb 王家:obj
2676|前者:subj 看见:verb 两者:obj
2677|抬头:subj 学术:verb 玩具:obj
2678|行人:subj 开通:verb 伸手:obj
2679|富人:subj 关闭:verb 组长:obj
267|庭长:subj 写成:verb 鼻子:obj
2680|团子:subj 看作:verb 笔者:obj
2681|选手:subj 开门:verb 一手:obj
2682|师长:subj 推翻:verb 前者:obj
2683|慢性:subj 把握:verb 孙子:obj
2684|狮子:subj 开支:verb 法官:obj
2685|成长:subj 听说:verb 世人:obj
2686|武器:subj 看过:verb 个体:obj
2687|最长:subj 打倒:verb 总兵:obj
2688|男子:subj 走过:verb 个体:obj
2689|人人:subj 开国:verb 回家:obj
268|队长:subj 开放:verb 房子:obj
2690|男子:subj 听说:verb 我家:obj
2691|所长:subj 拿来:verb 女子:obj
2692|在家:subj 学会:verb 鼻子:obj
2693|银子:subj 拉开:verb 屋子:obj
2694|总体:subj 读书:verb 木工:obj
2695|华人:subj 跳槽:verb 顺手:obj
2696|孩子:subj 说出:verb 京师:obj
2697|银子:subj 打量:verb 抬头:obj
2698|二人:subj 读书:verb 镇长:obj
2699|国家:subj 开会:verb 黑人:obj
269|小人:subj 打破:verb 二人:obj
26|天子:subj 打击:verb 念头:obj
2700|宦官:subj 开展:verb 产物:obj
2701|嗓子:subj 拿到:verb 伸手:obj
2702|电器:subj 说道:verb 日子:obj
2703|最长:subj 说出:verb 女性:obj
2704|丫头:subj 推翻:verb 天体:obj
2705|父子:subj 关于:verb 石头:obj
2706|工具:subj 把握:verb 人家:obj
2707|官员:subj 把握:verb 慢性:obj
2708|女性:subj 听见:verb 儿子:obj
2709|我家:subj 学问:verb 教师:obj
270|炮兵:subj 开门:verb 教师:obj
2710|出兵:subj 打死:verb 世人:obj
2711|种子:subj 走近:verb 尸体:obj
2712|诗人:subj 说出:verb 两者:obj
2713|作者:subj 走上:verb 男子:obj
2714|战机:subj 说道:verb 读者:obj
2715|国师:subj 说法:verb 二人:obj
2716|学者:subj 看到:verb 动手:obj
2717|镇长:subj 开通:verb 全家:obj
2718|司机:subj 看看:verb 陌生:obj
2719|惊人:subj 开发:verb 大家:obj
271|男人:subj 学术:verb 增长:obj
2720|口子:subj 推开:verb 天体:obj
2721|磕头:subj 喝酒:verb 民主:obj
2722|有人:subj 走私:verb 旅客:obj
2723|成长:subj 学历:verb 街头:obj
2724|一家:subj 关于:verb 全长:obj
2725|器官:subj 看成:verb 顾客:obj
2726|组长:subj 推翻:verb 全家:obj
2727|脑子:subj 学员:verb 汉人:obj
2728|女子:subj 学士:verb 军官:obj
2729|全民:subj 说明:verb 一手:obj
272|人工:subj 吃饭:verb 自家:obj
